"Version","Task","Concept","Att 1 - Conservation measure","Att 2 - Global coral coverage remaining in 50 years","Att 3 - Reef fish species at risk of extinction in 50 years","Att 4 - Contribution per year"
891,2,1,4,4,6,5
891,2,2,2,6,5,5
891,2,3,1,7,7,1
891,3,1,4,1,6,8
891,3,2,3,4,5,2
891,3,3,1,4,7,1
891,4,1,3,7,4,2
891,4,2,2,4,6,7
891,4,3,1,7,7,1
891,5,1,2,5,4,3
891,5,2,3,6,1,7
891,5,3,1,7,4,1
891,6,1,2,2,3,5
891,6,2,4,2,2,4
891,6,3,1,4,4,1
892,1,1,3,6,1,8
892,1,2,2,5,4,2
892,1,3,1,7,4,1
892,2,1,2,2,2,7
892,2,2,3,3,3,3
892,2,3,1,4,4,1
892,3,1,3,6,2,5
892,3,2,4,4,3,5
892,3,3,1,7,4,1
892,4,1,4,4,4,8
892,4,2,3,7,2,2
892,4,3,1,7,4,1
892,5,1,4,4,2,2
892,5,2,2,1,3,8
892,5,3,1,4,4,1
892,6,1,2,6,6,3
892,6,2,4,5,5,7
892,6,3,1,7,7,1
893,1,1,4,7,1,3
893,1,2,3,4,4,6
893,1,3,1,7,4,1
893,2,1,4,4,3,7
893,2,2,2,7,1,2
893,2,3,1,7,4,1
893,3,1,3,4,6,5
893,3,2,4,6,5,4
893,3,3,1,7,7,1
893,4,1,4,7,4,6
893,4,2,3,4,7,4
893,4,3,1,7,7,1
893,5,1,2,6,2,4
893,5,2,4,5,4,6
893,5,3,1,7,4,1
893,6,1,3,4,5,3
893,6,2,2,2,5,7
893,6,3,1,4,7,1
894,1,1,2,3,2,4
894,1,2,3,2,4,6
894,1,3,1,4,4,1
894,2,1,4,2,6,7
894,2,2,2,3,5,3
894,2,3,1,4,7,1
894,3,1,2,2,3,5
894,3,2,3,3,1,5
894,3,3,1,4,4,1
894,4,1,2,6,4,7
894,4,2,4,5,7,3
894,4,3,1,7,7,1
894,5,1,4,6,3,5
894,5,2,3,5,3,4
894,5,3,1,7,4,1
894,6,1,4,4,1,6
894,6,2,2,1,4,4
894,6,3,1,4,4,1
895,1,1,3,7,4,3
895,1,2,2,4,7,6
895,1,3,1,7,7,1
895,2,1,4,5,7,3
895,2,2,3,6,4,7
895,2,3,1,7,7,1
895,3,1,4,6,2,4
895,3,2,3,6,3,5
895,3,3,1,7,4,1
895,4,1,3,2,2,4
895,4,2,2,2,3,5
895,4,3,1,4,4,1
895,5,1,3,1,6,8
895,5,2,2,4,5,2
895,5,3,1,4,7,1
895,6,1,3,4,1,8
895,6,2,4,2,4,2
895,6,3,1,4,4,1
896,1,1,4,1,4,4
896,1,2,3,4,1,6
896,1,3,1,4,4,1
896,2,1,2,7,2,2
896,2,2,3,4,4,8
896,2,3,1,7,4,1
896,3,1,2,1,7,6
896,3,2,4,4,4,4
896,3,3,1,4,7,1
896,4,1,3,1,4,3
896,4,2,2,3,1,7
896,4,3,1,4,4,1
896,5,1,3,5,7,2
896,5,2,2,7,4,8
896,5,3,1,7,7,1
896,6,1,2,3,6,3
896,6,2,4,3,6,7
896,6,3,1,4,7,1
897,1,1,3,5,4,6
897,1,2,2,6,2,4
897,1,3,1,7,4,1
897,2,1,2,5,4,2
897,2,2,4,7,1,8
897,2,3,1,7,4,1
897,3,1,3,5,4,2
897,3,2,4,6,1,8
897,3,3,1,7,4,1
897,4,1,3,6,4,8
897,4,2,4,5,7,2
897,4,3,1,7,7,1
897,5,1,3,2,6,5
897,5,2,4,2,5,5
897,5,3,1,4,7,1
897,6,1,3,6,5,8
897,6,2,4,6,6,2
897,6,3,1,7,7,1
898,1,1,2,4,1,6
898,1,2,4,1,4,4
898,1,3,1,4,4,1
898,2,1,2,3,5,4
898,2,2,3,1,6,6
898,2,3,1,4,7,1
898,3,1,2,1,4,7
898,3,2,3,4,2,3
898,3,3,1,4,4,1
898,4,1,3,6,5,7
898,4,2,2,5,6,3
898,4,3,1,7,7,1
898,5,1,2,4,3,7
898,5,2,4,7,1,3
898,5,3,1,7,4,1
898,6,1,2,3,1,5
898,6,2,4,2,3,5
898,6,3,1,4,4,1
899,1,1,3,7,2,2
899,1,2,2,4,3,8
899,1,3,1,7,4,1
899,2,1,4,3,1,7
899,2,2,3,1,4,3
899,2,3,1,4,4,1
899,3,1,4,4,4,6
899,3,2,3,7,1,3
899,3,3,1,7,4,1
899,4,1,2,4,4,8
899,4,2,4,2,7,2
899,4,3,1,4,7,1
899,5,1,4,5,2,4
899,5,2,3,6,2,5
899,5,3,1,7,4,1
899,6,1,4,2,3,4
899,6,2,2,4,2,6
899,6,3,1,4,4,1
900,1,1,4,4,4,2
900,1,2,2,1,6,7
900,1,3,1,4,7,1
900,2,1,4,7,4,6
900,2,2,3,4,7,3
900,2,3,1,7,7,1
900,3,1,4,1,4,4
900,3,2,2,4,1,6
900,3,3,1,4,4,1
900,4,1,3,1,4,6
900,4,2,2,4,1,4
900,4,3,1,4,4,1
900,5,1,3,4,3,5
900,5,2,4,6,2,5
900,5,3,1,7,4,1
900,6,1,2,4,5,2
900,6,2,3,1,6,8
900,6,3,1,4,7,1
901,1,1,2,5,4,3
901,1,2,4,7,1,8
901,1,3,1,7,4,1
901,2,1,4,4,3,5
901,2,2,2,6,2,5
901,2,3,1,7,4,1
901,3,1,4,4,3,8
901,3,2,3,7,2,2
901,3,3,1,7,4,1
901,4,1,3,4,1,2
901,4,2,2,1,3,7
901,4,3,1,4,4,1
901,5,1,2,5,7,3
901,5,2,3,6,4,7
901,5,3,1,7,7,1
901,6,1,2,5,3,5
901,6,2,4,5,2,4
901,6,3,1,7,4,1
902,1,1,3,6,1,8
902,1,2,2,5,4,2
902,1,3,1,7,4,1
902,2,1,2,2,2,7
902,2,2,3,3,3,3
902,2,3,1,4,4,1
902,3,1,3,3,5,5
902,3,2,4,1,6,5
902,3,3,1,4,7,1
902,4,1,4,4,4,8
902,4,2,3,7,2,2
902,4,3,1,7,4,1
902,5,1,4,4,5,2
902,5,2,2,1,6,8
902,5,3,1,4,7,1
902,6,1,2,3,6,3
902,6,2,4,2,5,7
902,6,3,1,4,7,1
903,1,1,4,4,1,3
903,1,2,3,1,4,6
903,1,3,1,4,4,1
903,2,1,4,4,3,7
903,2,2,2,7,1,2
903,2,3,1,7,4,1
903,3,1,3,1,6,5
903,3,2,4,3,5,4
903,3,3,1,4,7,1
903,4,1,4,7,4,6
903,4,2,3,4,7,4
903,4,3,1,7,7,1
903,5,1,2,6,2,4
903,5,2,4,5,4,6
903,5,3,1,7,4,1
903,6,1,3,4,5,3
903,6,2,2,2,5,7
903,6,3,1,4,7,1
904,1,1,2,6,2,4
904,1,2,3,5,4,6
904,1,3,1,7,4,1
904,2,1,4,5,6,7
904,2,2,2,6,5,3
904,2,3,1,7,7,1
904,3,1,2,5,3,5
904,3,2,3,6,1,5
904,3,3,1,7,4,1
904,4,1,2,3,1,7
904,4,2,4,2,4,3
904,4,3,1,4,4,1
904,5,1,4,6,6,5
904,5,2,3,5,6,4
904,5,3,1,7,7,1
904,6,1,4,4,4,6
904,6,2,2,1,7,4
904,6,3,1,4,7,1
905,1,1,3,7,4,3
905,1,2,2,4,7,6
905,1,3,1,7,7,1
905,2,1,4,2,4,3
905,2,2,3,3,1,7
905,2,3,1,4,4,1
905,3,1,4,3,2,4
905,3,2,3,3,3,5
905,3,3,1,4,4,1
905,4,1,3,2,5,4
905,4,2,2,2,6,5
905,4,3,1,4,7,1
905,5,1,3,4,3,8
905,5,2,2,7,2,2
905,5,3,1,7,4,1
905,6,1,3,7,4,8
905,6,2,4,5,7,2
905,6,3,1,7,7,1
906,1,1,4,4,4,4
906,1,2,3,7,1,6
906,1,3,1,7,4,1
906,2,1,2,4,2,2
906,2,2,3,1,4,8
906,2,3,1,4,4,1
906,3,1,2,1,4,6
906,3,2,4,4,1,4
906,3,3,1,4,4,1
906,4,1,3,4,7,3
906,4,2,2,6,4,7
906,4,3,1,7,7,1
906,5,1,3,2,7,2
906,5,2,2,4,4,8
906,5,3,1,4,7,1
906,6,1,2,3,6,3
906,6,2,4,3,6,7
906,6,3,1,4,7,1
907,1,1,3,2,4,6
907,1,2,2,3,2,4
907,1,3,1,4,4,1
907,2,1,2,5,7,2
907,2,2,4,7,4,8
907,2,3,1,7,7,1
907,3,1,3,5,7,2
907,3,2,4,6,4,8
907,3,3,1,7,7,1
907,4,1,3,3,4,8
907,4,2,4,2,7,2
907,4,3,1,4,7,1
907,5,1,3,2,6,5
907,5,2,4,2,5,5
907,5,3,1,4,7,1
907,6,1,3,6,2,8
907,6,2,4,6,3,2
907,6,3,1,7,4,1
908,1,1,2,4,1,6
908,1,2,4,1,4,4
908,1,3,1,4,4,1
908,2,1,2,6,5,4
908,2,2,3,4,6,6
908,2,3,1,7,7,1
908,3,1,2,1,4,7
908,3,2,3,4,2,3
908,3,3,1,4,4,1
908,4,1,3,3,5,7
908,4,2,2,2,6,3
908,4,3,1,4,7,1
908,5,1,2,4,3,7
908,5,2,4,7,1,3
908,5,3,1,7,4,1
908,6,1,2,3,4,5
908,6,2,4,2,6,5
908,6,3,1,4,7,1
909,1,1,3,7,5,2
909,1,2,2,4,6,8
909,1,3,1,7,7,1
909,2,1,4,6,4,7
909,2,2,3,4,7,3
909,2,3,1,7,7,1
909,3,1,4,1,7,6
909,3,2,3,4,4,3
909,3,3,1,4,7,1
909,4,1,2,7,1,8
909,4,2,4,5,4,2
909,4,3,1,7,4,1
909,5,1,4,2,5,4
909,5,2,3,3,5,5
909,5,3,1,4,7,1
909,6,1,4,5,3,4
909,6,2,2,7,2,6
909,6,3,1,7,4,1
910,1,1,4,4,4,2
910,1,2,2,1,6,7
910,1,3,1,4,7,1
910,2,1,4,4,4,6
910,2,2,3,1,7,3
910,2,3,1,4,7,1
910,3,1,4,1,4,4
910,3,2,2,4,1,6
910,3,3,1,4,4,1
910,4,1,3,1,7,6
910,4,2,2,4,4,4
910,4,3,1,4,7,1
910,5,1,3,4,3,5
910,5,2,4,6,2,5
910,5,3,1,7,4,1
910,6,1,2,7,2,2
910,6,2,3,4,3,8
910,6,3,1,7,4,1
911,1,1,2,5,4,3
911,1,2,4,7,1,8
911,1,3,1,7,4,1
911,2,1,4,1,3,5
911,2,2,2,3,2,5
911,2,3,1,4,4,1
911,3,1,4,4,3,8
911,3,2,3,7,2,2
911,3,3,1,7,4,1
911,4,1,3,7,1,2
911,4,2,2,4,3,7
911,4,3,1,7,4,1
911,5,1,2,2,7,3
911,5,2,3,3,4,7
911,5,3,1,4,7,1
911,6,1,2,5,6,5
911,6,2,4,5,5,4
911,6,3,1,7,7,1
912,1,1,3,3,1,8
912,1,2,2,2,4,2
912,1,3,1,4,4,1
912,2,1,2,2,5,7
912,2,2,3,3,6,3
912,2,3,1,4,7,1
912,3,1,3,6,5,5
912,3,2,4,4,6,5
912,3,3,1,7,7,1
912,4,1,4,4,7,8
912,4,2,3,7,5,2
912,4,3,1,7,7,1
912,5,1,4,7,5,2
912,5,2,2,4,6,8
912,5,3,1,7,7,1
912,6,1,2,6,6,3
912,6,2,4,5,5,7
912,6,3,1,7,7,1
913,1,1,4,7,1,3
913,1,2,3,4,4,6
913,1,3,1,7,4,1
913,2,1,4,1,3,7
913,2,2,2,4,1,2
913,2,3,1,4,4,1
913,3,1,3,4,3,5
913,3,2,4,6,2,4
913,3,3,1,7,4,1
913,4,1,4,4,4,6
913,4,2,3,1,7,4
913,4,3,1,4,7,1
913,5,1,2,6,2,4
913,5,2,4,5,4,6
913,5,3,1,7,4,1
913,6,1,3,7,2,3
913,6,2,2,5,2,7
913,6,3,1,7,4,1
914,1,1,2,6,2,4
914,1,2,3,5,4,6
914,1,3,1,7,4,1
914,2,1,4,5,3,7
914,2,2,2,6,2,3
914,2,3,1,7,4,1
914,3,1,2,2,6,5
914,3,2,3,3,4,5
914,3,3,1,4,7,1
914,4,1,2,6,1,7
914,4,2,4,5,4,3
914,4,3,1,7,4,1
914,5,1,4,3,3,5
914,5,2,3,2,3,4
914,5,3,1,4,4,1
914,6,1,4,7,1,6
914,6,2,2,4,4,4
914,6,3,1,7,4,1
915,1,1,3,7,1,3
915,1,2,2,4,4,6
915,1,3,1,7,4,1
915,2,1,4,2,4,3
915,2,2,3,3,1,7
915,2,3,1,4,4,1
915,3,1,4,6,2,4
915,3,2,3,6,3,5
915,3,3,1,7,4,1
915,4,1,3,2,2,4
915,4,2,2,2,3,5
915,4,3,1,4,4,1
915,5,1,3,1,6,8
915,5,2,2,4,5,2
915,5,3,1,4,7,1
915,6,1,3,4,4,8
915,6,2,4,2,7,2
915,6,3,1,4,7,1
916,1,1,4,4,7,4
916,1,2,3,7,4,6
916,1,3,1,7,7,1
916,2,1,2,7,2,2
916,2,2,3,4,4,8
916,2,3,1,7,4,1
916,3,1,2,1,7,6
916,3,2,4,4,4,4
916,3,3,1,4,7,1
916,4,1,3,1,7,3
916,4,2,2,3,4,7
916,4,3,1,4,7,1
916,5,1,3,5,7,2
916,5,2,2,7,4,8
916,5,3,1,7,7,1
916,6,1,2,6,6,3
916,6,2,4,6,6,7
916,6,3,1,7,7,1
917,1,1,3,2,7,6
917,1,2,2,3,5,4
917,1,3,1,4,7,1
917,2,1,2,5,7,2
917,2,2,4,7,4,8
917,2,3,1,7,7,1
917,3,1,3,2,7,2
917,3,2,4,3,4,8
917,3,3,1,4,7,1
917,4,1,3,3,1,8
917,4,2,4,2,4,2
917,4,3,1,4,4,1
917,5,1,3,5,6,5
917,5,2,4,5,5,5
917,5,3,1,7,7,1
917,6,1,3,6,5,8
917,6,2,4,6,6,2
917,6,3,1,7,7,1
918,1,1,2,7,1,6
918,1,2,4,4,4,4
918,1,3,1,7,4,1
918,2,1,2,3,5,4
918,2,2,3,1,6,6
918,2,3,1,4,7,1
918,3,1,2,4,4,7
918,3,2,3,7,2,3
918,3,3,1,7,4,1
918,4,1,3,3,2,7
918,4,2,2,2,3,3
918,4,3,1,4,4,1
918,5,1,2,4,3,7
918,5,2,4,7,1,3
918,5,3,1,7,4,1
918,6,1,2,6,1,5
918,6,2,4,5,3,5
918,6,3,1,7,4,1
919,1,1,3,4,5,2
919,1,2,2,1,6,8
919,1,3,1,4,7,1
919,2,1,4,6,4,7
919,2,2,3,4,7,3
919,2,3,1,7,7,1
919,3,1,4,4,4,6
919,3,2,3,7,1,3
919,3,3,1,7,4,1
919,4,1,2,7,4,8
919,4,2,4,5,7,2
919,4,3,1,7,7,1
919,5,1,4,2,2,4
919,5,2,3,3,2,5
919,5,3,1,4,4,1
919,6,1,4,5,6,4
919,6,2,2,7,5,6
919,6,3,1,7,7,1
920,1,1,4,7,4,2
920,1,2,2,4,6,7
920,1,3,1,7,7,1
920,2,1,4,7,4,6
920,2,2,3,4,7,3
920,2,3,1,7,7,1
920,3,1,4,4,7,4
920,3,2,2,7,4,6
920,3,3,1,7,7,1
920,4,1,3,4,7,6
920,4,2,2,7,4,4
920,4,3,1,7,7,1
920,5,1,3,1,3,5
920,5,2,4,3,2,5
920,5,3,1,4,4,1
920,6,1,2,7,2,2
920,6,2,3,4,3,8
920,6,3,1,7,4,1
921,1,1,2,5,7,3
921,1,2,4,7,4,8
921,1,3,1,7,7,1
921,2,1,4,1,3,5
921,2,2,2,3,2,5
921,2,3,1,4,4,1
921,3,1,4,1,3,8
921,3,2,3,4,2,2
921,3,3,1,4,4,1
921,4,1,3,7,4,2
921,4,2,2,4,6,7
921,4,3,1,7,7,1
921,5,1,2,5,7,3
921,5,2,3,6,4,7
921,5,3,1,7,7,1
921,6,1,2,5,3,5
921,6,2,4,5,2,4
921,6,3,1,7,4,1
922,1,1,3,6,1,8
922,1,2,2,5,4,2
922,1,3,1,7,4,1
922,2,1,2,5,5,7
922,2,2,3,6,6,3
922,2,3,1,7,7,1
922,3,1,3,6,5,5
922,3,2,4,4,6,5
922,3,3,1,7,7,1
922,4,1,4,1,7,8
922,4,2,3,4,5,2
922,4,3,1,4,7,1
922,5,1,4,7,5,2
922,5,2,2,4,6,8
922,5,3,1,7,7,1
922,6,1,2,6,6,3
922,6,2,4,5,5,7
922,6,3,1,7,7,1
923,1,1,4,4,1,3
923,1,2,3,1,4,6
923,1,3,1,4,4,1
923,2,1,4,4,3,7
923,2,2,2,7,1,2
923,2,3,1,7,4,1
923,3,1,3,1,3,5
923,3,2,4,3,2,4
923,3,3,1,4,4,1
923,4,1,4,4,1,6
923,4,2,3,1,4,4
923,4,3,1,4,4,1
923,5,1,2,6,2,4
923,5,2,4,5,4,6
923,5,3,1,7,4,1
923,6,1,3,4,2,3
923,6,2,2,2,2,7
923,6,3,1,4,4,1
924,1,1,2,3,5,4
924,1,2,3,2,7,6
924,1,3,1,4,7,1
924,2,1,4,5,3,7
924,2,2,2,6,2,3
924,2,3,1,7,4,1
924,3,1,2,2,3,5
924,3,2,3,3,1,5
924,3,3,1,4,4,1
924,4,1,2,6,4,7
924,4,2,4,5,7,3
924,4,3,1,7,7,1
924,5,1,4,6,3,5
924,5,2,3,5,3,4
924,5,3,1,7,4,1
924,6,1,4,7,4,6
924,6,2,2,4,7,4
924,6,3,1,7,7,1
925,1,1,3,7,1,3
925,1,2,2,4,4,6
925,1,3,1,7,4,1
925,2,1,4,5,4,3
925,2,2,3,6,1,7
925,2,3,1,7,4,1
925,3,1,4,3,5,4
925,3,2,3,3,6,5
925,3,3,1,4,7,1
925,4,1,3,5,2,4
925,4,2,2,5,3,5
925,4,3,1,7,4,1
925,5,1,3,4,3,8
925,5,2,2,7,2,2
925,5,3,1,7,4,1
925,6,1,3,7,4,8
925,6,2,4,5,7,2
925,6,3,1,7,7,1
926,1,1,4,4,4,4
926,1,2,3,7,1,6
926,1,3,1,7,4,1
926,2,1,2,4,5,2
926,2,2,3,1,7,8
926,2,3,1,4,7,1
926,3,1,2,4,7,6
926,3,2,4,7,4,4
926,3,3,1,7,7,1
926,4,1,3,4,4,3
926,4,2,2,6,1,7
926,4,3,1,7,4,1
926,5,1,3,5,7,2
926,5,2,2,7,4,8
926,5,3,1,7,7,1
926,6,1,2,6,6,3
926,6,2,4,6,6,7
926,6,3,1,7,7,1
927,1,1,3,2,4,6
927,1,2,2,3,2,4
927,1,3,1,4,4,1
927,2,1,2,5,4,2
927,2,2,4,7,1,8
927,2,3,1,7,4,1
927,3,1,3,2,7,2
927,3,2,4,3,4,8
927,3,3,1,4,7,1
927,4,1,3,6,1,8
927,4,2,4,5,4,2
927,4,3,1,7,4,1
927,5,1,3,5,3,5
927,5,2,4,5,2,5
927,5,3,1,7,4,1
927,6,1,3,3,5,8
927,6,2,4,3,6,2
927,6,3,1,4,7,1
928,1,1,2,7,4,6
928,1,2,4,4,7,4
928,1,3,1,7,7,1
928,2,1,2,3,2,4
928,2,2,3,1,3,6
928,2,3,1,4,4,1
928,3,1,2,1,4,7
928,3,2,3,4,2,3
928,3,3,1,4,4,1
928,4,1,3,3,5,7
928,4,2,2,2,6,3
928,4,3,1,4,7,1
928,5,1,2,1,3,7
928,5,2,4,4,1,3
928,5,3,1,4,4,1
928,6,1,2,6,4,5
928,6,2,4,5,6,5
928,6,3,1,7,7,1
929,1,1,3,7,2,2
929,1,2,2,4,3,8
929,1,3,1,7,4,1
929,2,1,4,6,1,7
929,2,2,3,4,4,3
929,2,3,1,7,4,1
929,3,1,4,1,7,6
929,3,2,3,4,4,3
929,3,3,1,4,7,1
929,4,1,2,7,1,8
929,4,2,4,5,4,2
929,4,3,1,7,4,1
929,5,1,4,5,2,4
929,5,2,3,6,2,5
929,5,3,1,7,4,1
929,6,1,4,2,6,4
929,6,2,2,4,5,6
929,6,3,1,4,7,1
930,1,1,4,7,4,2
930,1,2,2,4,6,7
930,1,3,1,7,7,1
930,2,1,4,4,1,6
930,2,2,3,1,4,3
930,2,3,1,4,4,1
930,3,1,4,1,7,4
930,3,2,2,4,4,6
930,3,3,1,4,7,1
930,4,1,3,4,4,6
930,4,2,2,7,1,4
930,4,3,1,7,4,1
930,5,1,3,4,6,5
930,5,2,4,6,5,5
930,5,3,1,7,7,1
930,6,1,2,4,5,2
930,6,2,3,1,6,8
930,6,3,1,4,7,1
931,1,1,2,2,7,3
931,1,2,4,4,4,8
931,1,3,1,4,7,1
931,2,1,4,1,3,5
931,2,2,2,3,2,5
931,2,3,1,4,4,1
931,3,1,4,1,6,8
931,3,2,3,4,5,2
931,3,3,1,4,7,1
931,4,1,3,4,1,2
931,4,2,2,1,3,7
931,4,3,1,4,4,1
931,5,1,2,2,4,3
931,5,2,3,3,1,7
931,5,3,1,4,4,1
931,6,1,2,5,6,5
931,6,2,4,5,5,4
931,6,3,1,7,7,1
932,1,1,3,6,4,8
932,1,2,2,5,7,2
932,1,3,1,7,7,1
932,2,1,2,2,5,7
932,2,2,3,3,6,3
932,2,3,1,4,7,1
932,3,1,3,6,2,5
932,3,2,4,4,3,5
932,3,3,1,7,4,1
932,4,1,4,4,4,8
932,4,2,3,7,2,2
932,4,3,1,7,4,1
932,5,1,4,4,2,2
932,5,2,2,1,3,8
932,5,3,1,4,4,1
932,6,1,2,3,3,3
932,6,2,4,2,2,7
932,6,3,1,4,4,1
933,1,1,4,4,4,3
933,1,2,3,1,7,6
933,1,3,1,4,7,1
933,2,1,4,1,3,7
933,2,2,2,4,1,2
933,2,3,1,4,4,1
933,3,1,3,4,3,5
933,3,2,4,6,2,4
933,3,3,1,7,4,1
933,4,1,4,7,4,6
933,4,2,3,4,7,4
933,4,3,1,7,7,1
933,5,1,2,6,5,4
933,5,2,4,5,7,6
933,5,3,1,7,7,1
933,6,1,3,7,2,3
933,6,2,2,5,2,7
933,6,3,1,7,4,1
934,1,1,2,3,2,4
934,1,2,3,2,4,6
934,1,3,1,4,4,1
934,2,1,4,2,6,7
934,2,2,2,3,5,3
934,2,3,1,4,7,1
934,3,1,2,5,6,5
934,3,2,3,6,4,5
934,3,3,1,7,7,1
934,4,1,2,6,4,7
934,4,2,4,5,7,3
934,4,3,1,7,7,1
934,5,1,4,6,6,5
934,5,2,3,5,6,4
934,5,3,1,7,7,1
934,6,1,4,4,1,6
934,6,2,2,1,4,4
934,6,3,1,4,4,1
935,1,1,3,7,4,3
935,1,2,2,4,7,6
935,1,3,1,7,7,1
935,2,1,4,5,4,3
935,2,2,3,6,1,7
935,2,3,1,7,4,1
935,3,1,4,3,2,4
935,3,2,3,3,3,5
935,3,3,1,4,4,1
935,4,1,3,2,2,4
935,4,2,2,2,3,5
935,4,3,1,4,4,1
935,5,1,3,1,6,8
935,5,2,2,4,5,2
935,5,3,1,4,7,1
935,6,1,3,4,1,8
935,6,2,4,2,4,2
935,6,3,1,4,4,1
936,1,1,4,4,4,4
936,1,2,3,7,1,6
936,1,3,1,7,4,1
936,2,1,2,4,5,2
936,2,2,3,1,7,8
936,2,3,1,4,7,1
936,3,1,2,4,4,6
936,3,2,4,7,1,4
936,3,3,1,7,4,1
936,4,1,3,4,4,3
936,4,2,2,6,1,7
936,4,3,1,7,4,1
936,5,1,3,5,4,2
936,5,2,2,7,1,8
936,5,3,1,7,4,1
936,6,1,2,6,3,3
936,6,2,4,6,3,7
936,6,3,1,7,4,1
937,1,1,3,2,7,6
937,1,2,2,3,5,4
937,1,3,1,4,7,1
937,2,1,2,2,4,2
937,2,2,4,4,1,8
937,2,3,1,4,4,1
937,3,1,3,5,7,2
937,3,2,4,6,4,8
937,3,3,1,7,7,1
937,4,1,3,6,4,8
937,4,2,4,5,7,2
937,4,3,1,7,7,1
937,5,1,3,5,6,5
937,5,2,4,5,5,5
937,5,3,1,7,7,1
937,6,1,3,3,2,8
937,6,2,4,3,3,2
937,6,3,1,4,4,1
938,1,1,2,4,1,6
938,1,2,4,1,4,4
938,1,3,1,4,4,1
938,2,1,2,6,2,4
938,2,2,3,4,3,6
938,2,3,1,7,4,1
938,3,1,2,1,4,7
938,3,2,3,4,2,3
938,3,3,1,4,4,1
938,4,1,3,6,5,7
938,4,2,2,5,6,3
938,4,3,1,7,7,1
938,5,1,2,4,6,7
938,5,2,4,7,4,3
938,5,3,1,7,7,1
938,6,1,2,3,4,5
938,6,2,4,2,6,5
938,6,3,1,4,7,1
939,1,1,3,7,2,2
939,1,2,2,4,3,8
939,1,3,1,7,4,1
939,2,1,4,3,1,7
939,2,2,3,1,4,3
939,2,3,1,4,4,1
939,3,1,4,4,7,6
939,3,2,3,7,4,3
939,3,3,1,7,7,1
939,4,1,2,7,1,8
939,4,2,4,5,4,2
939,4,3,1,7,4,1
939,5,1,4,5,2,4
939,5,2,3,6,2,5
939,5,3,1,7,4,1
939,6,1,4,2,6,4
939,6,2,2,4,5,6
939,6,3,1,4,7,1
940,1,1,4,4,4,2
940,1,2,2,1,6,7
940,1,3,1,4,7,1
940,2,1,4,7,4,6
940,2,2,3,4,7,3
940,2,3,1,7,7,1
940,3,1,4,4,4,4
940,3,2,2,7,1,6
940,3,3,1,7,4,1
940,4,1,3,4,7,6
940,4,2,2,7,4,4
940,4,3,1,7,7,1
940,5,1,3,4,6,5
940,5,2,4,6,5,5
940,5,3,1,7,7,1
940,6,1,2,7,2,2
940,6,2,3,4,3,8
940,6,3,1,7,4,1
941,1,1,2,2,4,3
941,1,2,4,4,1,8
941,1,3,1,4,4,1
941,2,1,4,4,3,5
941,2,2,2,6,2,5
941,2,3,1,7,4,1
941,3,1,4,4,3,8
941,3,2,3,7,2,2
941,3,3,1,7,4,1
941,4,1,3,7,1,2
941,4,2,2,4,3,7
941,4,3,1,7,4,1
941,5,1,2,5,7,3
941,5,2,3,6,4,7
941,5,3,1,7,7,1
941,6,1,2,2,3,5
941,6,2,4,2,2,4
941,6,3,1,4,4,1
942,1,1,3,6,4,8
942,1,2,2,5,7,2
942,1,3,1,7,7,1
942,2,1,2,2,5,7
942,2,2,3,3,6,3
942,2,3,1,4,7,1
942,3,1,3,3,2,5
942,3,2,4,1,3,5
942,3,3,1,4,4,1
942,4,1,4,1,4,8
942,4,2,3,4,2,2
942,4,3,1,4,4,1
942,5,1,4,7,2,2
942,5,2,2,4,3,8
942,5,3,1,7,4,1
942,6,1,2,3,6,3
942,6,2,4,2,5,7
942,6,3,1,4,7,1
943,1,1,4,7,1,3
943,1,2,3,4,4,6
943,1,3,1,7,4,1
943,2,1,4,4,3,7
943,2,2,2,7,1,2
943,2,3,1,7,4,1
943,3,1,3,4,6,5
943,3,2,4,6,5,4
943,3,3,1,7,7,1
943,4,1,4,4,1,6
943,4,2,3,1,4,4
943,4,3,1,4,4,1
943,5,1,2,6,2,4
943,5,2,4,5,4,6
943,5,3,1,7,4,1
943,6,1,3,4,2,3
943,6,2,2,2,2,7
943,6,3,1,4,4,1
944,1,1,2,6,2,4
944,1,2,3,5,4,6
944,1,3,1,7,4,1
944,2,1,4,5,6,7
944,2,2,2,6,5,3
944,2,3,1,7,7,1
944,3,1,2,5,6,5
944,3,2,3,6,4,5
944,3,3,1,7,7,1
944,4,1,2,6,1,7
944,4,2,4,5,4,3
944,4,3,1,7,4,1
944,5,1,4,6,6,5
944,5,2,3,5,6,4
944,5,3,1,7,7,1
944,6,1,4,4,1,6
944,6,2,2,1,4,4
944,6,3,1,4,4,1
945,1,1,3,4,1,3
945,1,2,2,1,4,6
945,1,3,1,4,4,1
945,2,1,4,2,4,3
945,2,2,3,3,1,7
945,2,3,1,4,4,1
945,3,1,4,6,2,4
945,3,2,3,6,3,5
945,3,3,1,7,4,1
945,4,1,3,2,2,4
945,4,2,2,2,3,5
945,4,3,1,4,4,1
945,5,1,3,4,3,8
945,5,2,2,7,2,2
945,5,3,1,7,4,1
945,6,1,3,4,4,8
945,6,2,4,2,7,2
945,6,3,1,4,7,1
946,1,1,4,4,7,4
946,1,2,3,7,4,6
946,1,3,1,7,7,1
946,2,1,2,4,2,2
946,2,2,3,1,4,8
946,2,3,1,4,4,1
